职位id,职位标题,薪资范围,公司名称,工作地点,所处行业,学历要求,每周天数,实习时长,福利待遇,职位描述,简历要求,截止日期,详细地址,详情页url
inn_gzl54r0f3qp6,大会员开发实习生,250-400/天,哔哩哔哩,上海,互联网/游戏/软件,本科,4天／周,实习3个月,上市公司,工作职责:服务端开发实习生工作职责:1.根据技术和业务需要，搭建后台工具，帮助团队更好地提升效率2.根据业务需要，参与业务需求的开发、性能的优化工作3.研发内部效率工具，提升团队工作效率工作要求:工作要求:1. 本科或硕士在读，计算机相关专业2. 计算机基本功扎实（数据结构、操作系统、计算机网络等)3. 熟悉 GOLANG者优先，或熟练掌握至少一门其它开发语言，如C++、JAVA、PHP等4.熟悉Mysql数据库，拥有优秀的数据库设计能力，对数据库的基本理论及其内部实现机制有比较深刻的理解5. 对于数据库、消息队列、缓存等技术有一定深度的掌握和使用经验6. 能够实习 3 个月及以上, 中文 英文,2026-12-02,政立路489号国正中心2号楼,https://www.shixiseng.com/intern/inn_gzl54r0f3qp6?pcm=pc_SearchList
inn_dajg2k5c8l1i,数据平台与应用部-大数据研发实习生,250-300/天,滴滴,北京,互联网/游戏/软件,硕士,4天／周,实习4个月,实习证明；晚餐补贴；免费班车,"岗位职责（具体工作内容）
工作内容：
1. 参与滴滴核心网约车出行业务数据建设，提供丰富、稳定、的公共基础数据，探索更多数据能力的增量价值；
2. 参与各类数据专题体系（如司机、乘客、增长、品类等）的建设，通过数据+产品赋能业务，提供全链路、可分析、可复用的数据能力；
3. 参与数据中台的产品、服务、流程等技术体系建设，保障服务业务的数据质量和产出稳定；

任职资格（学历、目标院校、语言、技能、性格等要求）
1.数学、统计学、计算机相关专业，获奖或参与过建模比赛，有实习经验优先
2.至少能实习4个月，每周不少于4天，能快速学习，思维敏捷；
3.掌握数据库原理，能熟练运用sql进行数据查询，熟悉至少一种大数据计算框架，如：hive、flink、spark等；
4.具备扎实的java编程基础，熟悉掌握常用的Java框架和中间件；", 中文,2025-12-31,北京/湾流-北京市海淀区西北旺东路10号院2号楼未名视通研发楼,https://www.shixiseng.com/intern/inn_dajg2k5c8l1i?pcm=pc_SearchList
inn_g3wazvl7gvbn,数据开发实习生,150-180/天,家得宝,深圳,交通/贸易/物流,本科,3天／周,实习6个月,留学生实习；500强；外企；数据开发,"我们正在寻找一位充满激情和创造力的Python/AI实习生，加入我们的团队，协助完成一个独立的软件项目。该项目旨在利用Python和AI工具分析用户评论，从而为产品开发提供宝贵的见解和改进方向。实习生将参与开发本地程序和Web应用，使用先进的AI技术进行数据分析和模型微调。

主要职责：
1. 使用Python进行数据处理和分析。
2. 参与设计和实现用于评论分析的机器学习模型。
3. 开发和维护Web应用及相关桌面应用。
4. 协助集成和优化大型AI模型。
5. 协作团队工作，参与项目规划和进度报告。

任职要求：
1. 对Python编程有扎实的理解和实践经验。
2. 熟悉数据分析、数据库操作和基本的机器学习概念。
3. 具有应用和微调大型AI模型的基础知识。
4. 能够独立开发桌面和Web应用。
5. 本科及以上学历，一周至少3天，可实习6个月优先
6. 良好的英语读写能力，耐心细致
7. 专业：计算机，软件，自动化，数据分析相关", 中文,2026-10-31,广东省/深圳市/福田区,https://www.shixiseng.com/intern/inn_g3wazvl7gvbn?pcm=pc_SearchList
inn_nkepqpul5zlh,数据开发实习生,300/天,NIO蔚来,上海,汽车/机械/制造,本科,4天／周,实习6个月,周末双休；不加班,"职位描述：
1、利用大模型进行数据分析智能体的开发和案例分析等相关工作；
2、负责数据仓库模型设计和ETL开发，构建可扩展的数据仓库，并持续优化ETL性能；
3、负责企业级指标开发和BI建设，支持多场景的数据需求，建立统一的数据解决方案；

职位要求：
1、热爱计算机科学和互联网技术，优秀的编码能力，乐于快速学习和尝试新技术、新工具；
2、对至少一项分布式计算平台有使用经验，例如 Hadoop，Spark，Hive，Storm，Kafka 等；
3、对大模型有一定了解，有过智能体开发经验优先；
4、有参与开源项目对社区有贡献的经历，有互联网公司实习经历，有大数据处理或用户行为数据分析经验者优先；
5、本科及以上学历，计算机相关专业，2027年毕业的同学优先，有相关实习经验的同学优先，实习时间6个月及以上，每周至少4天。", 不限,2026-01-15,上海市/上海市/闵行区 蔚来汽车(漕河泾五期20号楼),https://www.shixiseng.com/intern/inn_nkepqpul5zlh?pcm=pc_SearchList
inn_mjdpnfc7covi,数据开发实习生,200-250/天,哈啰,上海,互联网/游戏/软件,本科,5天／周,实习6个月,免费班车；一对一导师,"工作职责
1、参与数据仓库模型设计、开发、优化等工作，保证数据质量和开发效率；
2、参与用户画像、标签等开发工作；
3、负责或协助相关开发文档的撰写；
任职资格
2、熟悉大数据技术（如Hive/Spark等），并了解底层执行原理；
3、熟练掌握SQL，了解大数据环境下SQL调优的基本方法；
4、善于沟通，具备良好的团队合作精神和沟通协调能力；
5、本科及以上在读学生；
6、能实习6个月以上优先。", 中文,2026-01-13,上海市/上海市/闵行区 哈啰总部大厦,https://www.shixiseng.com/intern/inn_mjdpnfc7covi?pcm=pc_SearchList
inn_rneropbnzxef,数据开发实习生,500-1000/天,九坤投资,北京,金融/经济/投资/财会,本科,4天／周,实习6个月,零基础实习；可转正实习；一对一导师,"岗位职责：
开发数据ETL，构建多维度数据质量体系，发现并修复数据问题，切实提升数据质量；
深入了解数据背后的业务逻辑，拆解业务需求，开发友好高效的数据管理平台。
任职要求：
本科以上学历，计算机、数学、金融工程等相关专业；
熟悉数据ETL的方法；
熟练掌握Python语言，熟悉mysql、clickhouse等数据库操作，熟悉linux操作，掌握c++加分；
了解k8s相关配置、操作及原理。", 中文,2026-05-31,北京市/北京市/海淀区 清华科技园,https://www.shixiseng.com/intern/inn_rneropbnzxef?pcm=pc_SearchList
inn_jkfrpuoxsg0s,数据开发实习生,500-1000/天,九坤投资,上海,金融/经济/投资/财会,本科,4天／周,实习6个月,周末双休；零基础实习；可转正实习,"岗位职责：
开发数据ETL，构建多维度数据质量体系，发现并修复数据问题，切实提升数据质量；
深入了解数据背后的业务逻辑，拆解业务需求，开发友好高效的数据管理平台。
任职要求：
本科以上学历，计算机、数学、金融工程等相关专业；
熟悉数据ETL的方法；
熟练掌握Python语言，熟悉mysql、clickhouse等数据库操作，熟悉linux操作，掌握c++加分；
了解k8s相关配置、操作及原理。", 中文,2026-05-31,上海市/上海市/浦东新区 泰康保险大厦,https://www.shixiseng.com/intern/inn_jkfrpuoxsg0s?pcm=pc_SearchList
inn_ho9gub2tjpqr,具身大数据实习生(A32933A),250-400/天,小米,北京,互联网/游戏/软件,本科,3天／周,实习3个月,上市公司；世界五百强；餐补,"职责描述：
1. 具身智能数据pipeline开发，构建，优化
2. 具身感知算法的工程交付和性能优化
3. 参与具身数据闭环，不断迭代模型性能
任职要求：
1. 扎实的C++和python编程基础，熟练掌握常见数据结构和算法
2. 熟悉业内主流的视觉算法，了解业内领先的感知方案，如BEV模型，多模态融合等
3. 熟悉常见的三维重建算法，有SLAM工程经验者优先
4. 熟练掌握pytorch训练框架，能够实现高效训练代码
5. 扎实的数理基础和沟通能力
6. 一周稳定在岗3天以上。
7. 工作地点北京。", 中文,2026-03-05,北京市/北京市/海淀区,https://www.shixiseng.com/intern/inn_ho9gub2tjpqr?pcm=pc_SearchList
inn_sa7wvc5hfcus,交通大数据-算法实习生,250-300/天,滴滴,北京,互联网/游戏/软件,硕士,4天／周,实习3个月,晚餐补贴；实习证明,"岗位职责（具体工作内容）
探索基于多模态数据的情报挖掘，缓解业务压力

任职资格（学历、目标院校、语言、技能、性格等要求）
1、具备深度学习理论基础，熟悉常见深度学习框架（如PyTorch、TensorFlow）。
2、掌握卷积神经网络(CNN)、Transformer等核心模型架构，了解目标检测、分割等视觉任务的经典算法，具备独立设计和实现神经网络模型的能力。
3、熟悉MapTR、HDMapNet等高精地图构建算法的原理和实现，有智能驾驶场景下视觉感知算法的实践经验，了解BEV(Bird's Eye View)表示和相关算法。
4、加分项：在CVPR、ICCV、AAAI等顶级会议上发表过论文；参与过相关领域的开源项目或比赛并获得较好成绩。", 中文,2025-12-31,北京/东软-北京市海淀区西北旺东路10号院东区22号楼东软北京研发中心A座2层、3层、4层；B座4层,https://www.shixiseng.com/intern/inn_sa7wvc5hfcus?pcm=pc_SearchList
inn_6lg5ogvfdvln,数据平台与应用部（6）大数据研发实习生,200-300/天,滴滴,北京,互联网/游戏/软件,本科,5天／周,实习3个月,晚餐；班车；实习证明,"岗位职责（具体工作内容）
1.负责滴滴国内网约车数据建设，致力于数据驱动业务提升决策效率与质量；
2.负责实时、离线数据仓库的建设，数据方案设计，模型开发，指标体系的开发和数据治理；
3. 参与技术决策，制定研发规范，完成技术选型、流程设计和技术风险评估等相关工作；
4. 负责解决项目中的问题和技术难题，线上疑难问题排查和解决。
任职资格（学历、目标院校、语言、技能、性格等要求）
1. 计算机或者相关专业大学本科及以上学历；
2. 熟悉SQL/Java/python等至少一种开发语言；
3. 了解hadoop/hive/spark/flink/等原理；
4. 了解数据库、范式，了解数据仓库，有使用数据库和编程语言解决实际问题的经历；
5. 有较好的学习能力，沟通表达，思路清晰，积极主动，聪明，韧性，有进取心；
6. 对数据价值探索充满热情，较强的业务理解和抽象能力，能快速分析和理解问题。", 中文,2025-12-31,北京,https://www.shixiseng.com/intern/inn_6lg5ogvfdvln?pcm=pc_SearchList
inn_3xrt7zyyte2q,数据平台与应用部（5）大数据研发实习生,200-300/天,滴滴,北京,互联网/游戏/软件,本科,3天／周,实习3个月,班车；晚餐；实习证明,"岗位职责（具体工作内容）
1、参与企业级业务数仓的建设
2、承接临时数据需求
3、参与企业级流量数据建设
4、参与企业级标签建设
任职资格（学历、目标院校、语言、技能、性格等要求）
1、本科以上学历
2、实习不少于3个月
3、计算机相关专业毕业", 中文,2025-12-31,北京,https://www.shixiseng.com/intern/inn_3xrt7zyyte2q?pcm=pc_SearchList
